Tienda	Código de Artículo		Descripción		Precio		Fecha	Exsitencia Actual		Puede Surtir	Nro.de Dctos.  Puede Surtir	NO Surtir	Nro.de Dctos.  NO Surtir		Existencia Aereo		
006	1857001		CIEGO 42, 1/8 X1/4"		120,53		04-09-2018	6,00		6,00	1	0,00	0				
006	1857002		CIEGO 43, 1/8X5/16"		120,53		04-09-2018	6,00		6,00	1	0,00	0				
006	1857007		CIEGO 52, 5/32X1/4"		120,53		04-09-2018	6,00		6,00	2	0,00	0				
006	1857008		CIEGO 53, 5/32X5/16		120,53		04-09-2018	7,00		7,00	2	0,00	0				
006	1857009		CIEGO 54, 5/32X3/8"		120,53		04-09-2018	6,00		6,00	2	0,00	0				
006	1857010		CIEGO 56, 5/32X1/2"		120,53		04-09-2018	9,00		9,00	2	0,00	0				
006	1857011		CIEGO 58, 5/32X5/8"		120,53		04-09-2018	5,00		5,00	2	0,00	0				
006	1857012		CIEGO 62, 3 /16X1/4"		120,53		04-09-2018	6,00		6,00	2	0,00	0				
006	1857013		CIEGO 64, 3/16X3/8"		120,53		04-09-2018	7,00		7,00	2	0,00	0				
006	1857014		CIEGO 66, 3 16X1 2"		120,53		04-09-2018	10,00		10,00	1	0,00	0				
006	1857015		CIEGO 68, 3/16X5/8"		120,53		04-09-2018	12,00		12,00	2	0,00	0				
006	1858002		ARMELLA 3/16"CERRADA		11,36		04-09-2018	1,00		1,00	1	0,00	0				
006	1858017		ALCAYATA L 2"		29,16		20-07-2018	2,00		2,00	1	0,00	0				
006	1858026		ALCAYATA 1 5/8" OJO		143,31		17-07-2018	2,00		2,00	1	0,00	0				
006	1858028		ALCAYATA 2" OJO		356,90		08-09-2018	6,00		6,00	1	0,00	0				
006	1858035		ALCAYATA L 2"		380,17		08-09-2018	6,00		6,00	1	0,00	0				
006	1858164		ALCAYATA L 2" CROMO		29,16		20-07-2018	2,00		2,00	1	0,00	0				
006	1858168		ARMELLA 3/8" CERRADA		19,08		20-07-2018	1,00		1,00	1	0,00	0				
006	1862076		HEXAGONAL 3/8"		92,31		22-07-2018	7,00		7,00	2	0,00	0				
006	1862078		HEXAGONAL 1/2"		100,56		17-07-2018	5,00		5,00	1	0,00	0				
006	1862079		HEXAGONAL 5/8"		28,03		08-05-2018	6,00		6,00	1	0,00	0				
006	1866062		ARANDELA PLANA 3/16"		244,83		18-09-2018	6,00		6,00	1	0,00	0				
006	1870001		RAMPLUG PVC ROJO 100		56,35		04-09-2018	8,00		8,00	1	0,00	0		4,00		
006	1870004		RAMPLUG VERDE 100		84,75		08-09-2018	41,00		41,00	1	0,00	0		35,00		
006	1870005		RAMPLUG PVC VERDE 25		7,01		22-09-2018	56,00		6,00	1	50,00	1		45,00		
006	1870009		RAMPLUG PVC AZUL 100		119,65		04-09-2018	24,00		24,00	2	0,00	0		20,00		
006	1870010		RAMPLUG PVC AZUL 25		34,27		11-09-2018	23,00		23,00	2	0,00	0		5,00		
006	1870011		RAMPLUG NARANJA 12		31,72		15-09-2018	14,00		14,00	1	0,00	0		10,00		
006	1870012		RAMPLUG NARANJA 100		217,85		04-09-2018	12,00		12,00	2	0,00	0		10,00		
006	1870013		RAMPLUG PVC GRIS 6		10,11		04-09-2018	16,00		1,00	1	15,00	2		15,00		
006	1870021		ANCLAJE 5/16"X1 1/2"		138,80		06-09-2018	16,00		1,00	1	15,00	1		15,00		
006	1870022		ANCLAJE3/8" X 1 7/8"		131,80		31-08-2018	19,00		19,00	1	0,00	0		15,00		
006	1870023		ANCLAJE 1/2"X 3"		83,41		28-07-2018	23,00		23,00	2	0,00	0				
006	1874001		CAJA RAMPLUG VERDE		935,72		04-09-2018	2,00		2,00	1	0,00	0				
006	1874002		CAJA DE RAMPLUG AZUL		935,72		04-09-2018	1,00		1,00	1	0,00	0				
006	1874003		CAJA RAMPLUG NARANJA		935,72		04-09-2018	3,00		3,00	2	0,00	0				
006	1874004		CAJA RAMPLUG SURTIDO		935,72		04-09-2018	2,00		2,00	1	0,00	0				
006	1874009		JGO RAMPLUG NARANJA		196,43		04-09-2018	9,00		9,00	2	0,00	0		5,00		
006	1874011		JGO RAMPLUG VERDE		167,85		08-09-2018	15,00		15,00	1	0,00	0		10,00		
006	1874012		JGO RAMPLUG AZUL		249,11		04-09-2018	3,00		3,00	1	0,00	0				
006	1906074		ANTICIZALLA 70MM		3.024,11		29-08-2018	2,00		2,00	1	0,00	0				
006	1918102		POMO CON LLAVE		1.220,69		04-09-2018	2,00		2,00	1	0,00	0				
006	1918210		POMO METALICO INOX.		2.454,46		29-08-2018	2,00		2,00	1	0,00	0				
006	1918221		CERRADURA C/LLAVE		1.032,14		23-08-2018	2,00		2,00	1	0,00	0				
006	1921062		CERRADURA DE MANILLA		2.257,76		04-09-2018	2,00		2,00	1	0,00	0				
006	1921070		MANIJA 2LLAV PICAPOR		568,75		28-08-2018	1,00		1,00	1	0,00	0				
006	1927058		MANIJA S/LLAV P 60MM		559,82		28-08-2018	1,00		1,00	1	0,00	0				
006	1933076		CERROJO C/P PLATA		1.770,69		04-09-2018	2,00		2,00	1	0,00	0				
006	1933104		CERROJO CILIN/PERILL		1.423,21		23-08-2018	1,00		1,00	1	0,00	0				
006	1933105		CERROJO CILIN/CILIN		1.648,21		23-08-2018	3,00		3,00	1	0,00	0				
006	1937094		MANILLA CAR CROMADA		740,18		30-08-2018	2,00		2,00	1	0,00	0				
006	1937095		MANILLA CAR CRO. F/M		246,05		04-09-2018	3,00		1,00	1	2,00	1		2,00		
006	1937096		MANILLA P/RECTA CROM		696,43		30-08-2018	2,00		2,00	1	0,00	0				
006	1937099		MANILLA ROSETA ALUM.		491,07		07-09-2018	2,00		2,00	1	0,00	0				
006	1937100		MANILLA F/M ALUM.		541,97		06-09-2018	2,00		2,00	1	0,00	0				
006	1939010		PERA 25MM NIQUEL 1P		1.093,06		12-08-2018	2,00		2,00	1	0,00	0				
006	1939088		EMBUTIR 25MM ACERO		3.015,18		29-08-2018	2,00		2,00	1	0,00	0				
006	1939089		EMBUTIR 35MM ACERO		3.150,89		29-08-2018	2,00		2,00	1	0,00	0				
006	1939090		EMBUTIR 45MM ACERO		3.249,11		29-08-2018	2,00		2,00	1	0,00	0				
006	1939091		EMBUTIR 60MM ACERO		3.493,75		29-08-2018	2,00		2,00	1	0,00	0				
006	1939097		HEMBRILLA ELECT 12V		2.583,04		30-08-2018	10,00		10,00	1	0,00	0				
006	1942015		CILIND FIJO DER VERD		1.220,55		29-08-2018	3,00		3,00	1	0,00	0				
006	1942029		DIENTE PERRO SUELTO		1.560,56		14-08-2018	3,00		3,00	1	0,00	0				
006	1945059		CILINDRO GAVETA 22MM		458,93		29-08-2018	4,00		4,00	1	0,00	0				
006	1945062		CILINDRO GATER 60MM		1.209,82		23-08-2018	6,00		6,00	1	0,00	0				
006	1954067		ZOCALO NATURAL		1.188,79		11-09-2018	9,00		9,00	1	0,00	0				
006	1957226		BISAGRA 3X3" DORADO		350,89		29-08-2018	3,00		3,00	1	0,00	0				
006	1957227		BISAGRA 3X3" ACERO		421,43		29-08-2018	6,00		6,00	2	0,00	0				
006	1957228		BISAGRA 3X3"X1.6MM		387,50		29-08-2018	3,00		3,00	1	0,00	0				
006	1957229		BISAGRA 3X3"X2.0MM		561,61		29-08-2018	3,00		3,00	1	0,00	0				
006	1957230		BISAGRA 3X3"X1.6MM		394,64		29-08-2018	3,00		3,00	1	0,00	0				
006	1957231		BISAGRA 3X3"X2.0MM		482,14		29-08-2018	3,00		3,00	2	0,00	0				
006	1957233		BISAGRA 3X3"X2.0MM		616,97		05-09-2018	3,00		3,00	1	0,00	0				
006	1957234		BISAGRA 3X3"X1.6MM		516,07		29-08-2018	3,00		3,00	1	0,00	0				
006	1957235		BISAGRA 3X3"X2.0MM		644,64		29-08-2018	3,00		3,00	1	0,00	0				
006	1957236		BISAGRA 3X3"X1.6MM		523,21		29-08-2018	9,00		9,00	2	0,00	0				
006	1957237		BISAGRA 3X3"X2.0MM		766,07		29-08-2018	6,00		6,00	2	0,00	0				
006	1957245		GALV 2 1/2" X 2 1/2"		249,14		05-09-2018	3,00		3,00	1	0,00	0				
006	1957248		GALV 2X2		187,93		05-09-2018	3,00		3,00	1	0,00	0				
006	1960016		ARMILLAR 2"		98,72		05-09-2018	5,00		5,00	1	0,00	0		4,00		
006	1960017		ARMILLAR 3"		112,07		10-09-2018	6,00		6,00	1	0,00	0		5,00		
006	1960021		BISAGRA ARMILLAR 4"		202,59		05-09-2018	3,00		3,00	1	0,00	0		2,00		
006	2703000		PROTECTOR PARA TOMA		14,73		11-09-2018	14,00		14,00	1	0,00	0				
006	2705021		EMERGENCIA 33 LEDS		485,31		04-08-2018	5,00		5,00	1	0,00	0		4,00		
006	2715092		3LED ANTIGOLPE		174,05		29-08-2018	21,00		5,00	1	16,00	1		16,00		
006	2715099		LINTERNA 9 LED NEGRA		360,71		29-08-2018	2,00		2,00	1	0,00	0		1,00		
006	2715106		LINTERNA MULTIUSO		831,25		04-09-2018	2,00		2,00	1	0,00	0		1,00		
006	2719055		ULTRA ALCALINA AAAX4		248,28		19-09-2018	41,00		41,00	2	0,00	0		42,00		
006	2719057		ULTRA ALCALINA DX2		565,52		07-09-2018	6,00		6,00	1	0,00	0				
006	2719065		ULTRA ALCALINA AAX2		137,93		18-09-2018	29,00		29,00	1	0,00	0				
006	2719066		ULTRA ALCALINA AAAX2		44,83		19-08-2018	4,00		4,00	1	0,00	0				
006	2719079		PILA 3V CR2032 X 1		64,82		05-09-2018	14,00		14,00	1	0,00	0				
006	2719087		AAX2 HEAVY DUTY		31,18		19-09-2018	57,00		57,00	1	0,00	0		48,00		
006	2719088		AAAX2 SUPER HEAVY M		20,78		21-09-2018	167,00		35,00	3	132,00	1		156,00		
006	2719090		XTRALIFE AAAX2		108,93		29-08-2018	19,00		19,00	1	0,00	0				
006	2719096		AAX2 SUPER HEAVY		29,78		19-09-2018	45,00		45,00	1	0,00	0		24,00		
006	2719097		AAAX2 SUPER HEAVY		29,78		10-09-2018	6,00		6,00	1	0,00	0				
006	2730015		10" GUANTE CARNAZA		544,64		25-08-2018	14,00		14,00	2	0,00	0				
006	2730016		14" GUANTE CARNAZA		1.062,50		20-09-2018	6,00		6,00	1	0,00	0				
006	2730017		16" GUANTE CARNAZA		114,80		22-09-2018	8,00		0,00	0	8,00	2		8,00		
006	2730019		GUANTE VAQUETA		1.008,04		25-08-2018	7,00		7,00	1	0,00	0				
006	2730020		GUANTE PETROLERO		80,73		18-09-2018	3,00		3,00	1	0,00	0				
006	2730021		GUANTE TEJIDO PUNTOS		25,81		14-08-2018	55,00		55,00	2	0,00	0		50,00		
006	2730023		GUANTE DE NITRILO		525,00		05-09-2018	4,00		4,00	1	0,00	0				
006	2732009		CASCO NORM BLANCO		632,76		12-09-2018	5,00		5,00	1	0,00	0				
006	2732016		CASCO DUROVEN AZUL		474,14		12-09-2018	5,00		5,00	1	0,00	0				
006	2732017		CASCO DUROVEN ROJO		394,64		31-08-2018	5,00		5,00	2	0,00	0				
006	2732018		CASCO DUROVEN A		394,64		31-08-2018	3,00		3,00	1	0,00	0				
006	2734007		CHALECO VERDE REF		366,07		30-08-2018	7,00		7,00	1	0,00	0				
006	2734009		IMPERMEABLE PONCHO		248,05		27-08-2018	4,00		4,00	1	0,00	0				
006	2734013		DELANTAL DE PVC		220,56		15-08-2018	2,00		2,00	1	0,00	0				
006	2736003		LENTE CLARO CLASICO		54,46		18-07-2018	17,00		17,00	2	0,00	0				
006	2736019		VIDRIO TRANSPARENTE		0,96		09-05-2018	24,00		24,00	1	0,00	0		23,00		
006	2736024		LENTES CLAROS		288,40		08-09-2018	11,00		11,00	2	0,00	0				
006	2740007		#39 NEGRO FLOR		993,06		11-07-2018	1,00		1,00	1	0,00	0				
006	2740008		#40 NEGRO FLOR		993,06		11-07-2018	2,00		2,00	1	0,00	0				
006	2740009		#42 NEGRO FLOR		993,06		11-07-2018	3,00		3,00	1	0,00	0				
006	2740010		#43 NEGRO FLOR		993,06		11-07-2018	4,00		4,00	1	0,00	0				
006	2740011		#41 SOLDADOR		923,06		16-06-2018	4,00		4,00	1	0,00	0				
006	2740012		#42 SOLDADOR		923,06		04-07-2018	3,00		3,00	1	0,00	0				
006	2740013		#43 SOLDADOR		923,06		16-06-2018	4,00		4,00	1	0,00	0				
006	2740014		NEGRO #37		903,06		27-07-2018	2,00		0,00	0	2,00	2				
006	2740015		NEGRO #39		3.646,43		19-09-2018	2,00		2,00	1	0,00	0				
006	2740016		NEGRO #40		3.646,43		31-08-2018	2,00		2,00	1	0,00	0				
006	2740017		NEGRO #42		3.646,43		31-08-2018	2,00		2,00	1	0,00	0				
006	2740027		#41 NEGRO FLOR		993,06		11-07-2018	3,00		3,00	1	0,00	0				
006	2740028		#44 NEGRO FLOR		993,06		11-07-2018	3,00		3,00	1	0,00	0				
006	2740029		#44 SOLDADOR		923,06		04-07-2018	3,00		3,00	1	0,00	0				
006	2740030		NEGRO #38		3.646,43		19-09-2018	2,00		2,00	1	0,00	0				
006	2740031		NEGRO #41		3.646,43		04-09-2018	2,00		2,00	1	0,00	0				
006	2740032		NEGRO #43		3.646,43		31-08-2018	2,00		2,00	1	0,00	0				
006	2740033		NEGRO #44		903,06		26-07-2018	2,00		0,00	0	2,00	2				
006	2740044		#40 MARRON FLOR		1.098,06		11-07-2018	2,00		2,00	1	0,00	0				
006	2740048		#44 MARRON FLOR		1.098,06		11-07-2018	1,00		1,00	1	0,00	0				
006	2740051		#39 MARRON FLOR		1.098,06		11-07-2018	2,00		2,00	1	0,00	0				
006	2776003		VIA ESCAPE IZQUIERDA		200,90		21-09-2018	6,00		6,00	1	0,00	0				
006	2776004		VIA ESCAPE DERECHA		58,61		22-09-2018	12,00		0,00	0	12,00	1				
006	2776008		SALIDA DE EMERGENCIA		200,90		04-09-2018	4,00		4,00	1	0,00	0				
006	2776009		EMPUJE HALE		124,10		19-09-2018	5,00		5,00	1	0,00	0				
006	2776010		PROHIBIDO FUMAR		46,91		29-08-2018	7,00		1,00	1	6,00	1				
006	2776021		EXTINTOR DE INCENDIO		200,90		14-09-2018	1,00		1,00	1	0,00	0				
006	2776025		MANTENER AREA LIMPIA		200,89		29-08-2018	6,00		6,00	1	0,00	0				
006	2776028		PELIGRO ALTO VOLTAJE		200,90		13-09-2018	3,00		3,00	1	0,00	0				
006	2776035		SANITARIOS PEQUENO		124,11		29-08-2018	4,00		4,00	1	0,00	0				
006	2776036		DAMAS PEQUENO		124,11		29-08-2018	6,00		6,00	1	0,00	0				
006	2776037		CABALLEROS PEQUENO		29,43		15-08-2018	8,00		2,00	1	6,00	1				
006	2776040		ABIERTO/CERRADO		200,90		13-09-2018	6,00		6,00	1	0,00	0				
006	2776045		EXTINTOR DE INCENDIO		200,90		13-09-2018	6,00		6,00	1	0,00	0				
006	2776061		NO PASE SOLO PERSONA		46,91		17-09-2018	6,00		6,00	1	0,00	0				
006	2776065		NO FUMAR ADHESIVA		61,47		29-08-2018	11,00		11,00	1	0,00	0				
006	2776070		NO PASE AUTOADHESIVA		61,47		19-09-2018	6,00		6,00	1	0,00	0				
006	2776071		RIESGO AUTOADHESIVO		61,47		04-09-2018	9,00		9,00	1	0,00	0				
006	2776072		TABLERO AUTOADHESIVA		61,47		04-09-2018	9,00		9,00	1	0,00	0				
006	2776077		100% LIBRE DE HUMO		288,30		26-08-2018	5,00		1,00	1	4,00	2				
006	2776122		SEGUR VIAL ADHESIVA		57,28		22-07-2018	16,00		4,00	1	12,00	1				
