Tienda	Código de Artículo		Descripción		Precio		Fecha	Exsitencia Actual		Puede Surtir	Nro.de Dctos.  Puede Surtir	NO Surtir	Nro.de Dctos.  NO Surtir		Existencia Aereo		
006	1630162		INTERRUPTOR SENCILLO		282,76		05-09-2018	7,00		7,00	2	0,00	0		7,00		
006	1630163		DOBLE LARGO		420,69		04-09-2018	2,00		2,00	1	0,00	0		2,00		
006	1630164		INTERRUPTOR DOBLE		412,07		04-09-2018	3,00		3,00	1	0,00	0				
006	1630167		INTERRUPTOR SENCILLO		357,76		04-09-2018	19,00		19,00	2	0,00	0		19,00		
006	1630168		INTERRUPTOR DOBLE		483,62		06-09-2018	12,00		12,00	2	0,00	0		6,00		
006	1630170		INTERRUPTOR TRIPLE		597,41		04-09-2018	7,00		7,00	2	0,00	0		4,00		
006	1630292		SENCILLO LARGO		316,38		04-09-2018	6,00		6,00	1	0,00	0		2,00		
006	1630293		SENCILLO NEGRO		282,76		04-09-2018	6,00		6,00	1	0,00	0		2,00		
006	1630298		SENCILLO PLATA		116,06		21-07-2018	10,00		2,00	1	8,00	2		10,00		
006	1630299		DOBLE PLATA		483,62		04-09-2018	6,00		6,00	1	0,00	0		2,00		
006	1630302		SENCILLO DORADO		345,69		04-09-2018	8,00		8,00	1	0,00	0		4,00		
006	1630303		DOBLE DORADO		483,62		04-09-2018	4,00		4,00	1	0,00	0		4,00		
006	1630333		SENCILLO SERIE X		408,62		20-09-2018	1,00		1,00	1	0,00	0				
006	1630334		DOBLE SERIE X		546,55		04-09-2018	6,00		6,00	1	0,00	0		2,00		
006	1630341		INTERRUPTOR SENCILLO		140,80		04-09-2018	5,00		1,00	1	4,00	1		5,00		
006	1630342		INTERRUPTOR DOBLE		615,18		09-09-2018	10,00		10,00	1	0,00	0		6,00		
006	1630346		INTERRUPTOR DOBLE		415,18		30-08-2018	7,00		7,00	1	0,00	0		2,00		
006	1630373		TRES VIAS SENCILLO		300,00		30-08-2018	4,00		4,00	1	0,00	0				
006	1630382		INTERRUPTOR SENCILLO		508,93		06-09-2018	5,00		5,00	1	0,00	0				
006	1630383		INTERRUPTOR DOBLE		712,50		05-09-2018	10,00		10,00	1	0,00	0				
006	1630388		SENCILLO HUESO		622,32		31-08-2018	2,00		2,00	1	0,00	0				
006	1630389		DOBLE BLANCO HUESO		972,32		31-08-2018	6,00		6,00	2	0,00	0		3,00		
006	1630390		TRIPLE BLANCO HUESO		1.248,21		31-08-2018	3,00		3,00	1	0,00	0				
006	1630391		SENCILLO BLANCO		96,55		04-09-2018	5,00		5,00	1	0,00	0		2,00		
006	1630392		DOBLE BLANCO		458,03		16-09-2018	6,00		6,00	2	0,00	0		3,00		
006	1632039		1 MÓDULO NEGRO		361,60		20-09-2018	2,00		2,00	1	0,00	0				
006	1632040		2 MÓDULOS NEGRO		361,60		20-09-2018	1,00		1,00	1	0,00	0				
006	1632041		3 MÓDULOS NEGRO		102,05		20-09-2018	1,00		1,00	1	0,00	0				
006	1632042		1 MÓDULO ALUMINIO		24,53		18-08-2018	4,00		4,00	2	0,00	0				
006	1632043		2 MÓDULOS ALUMINIO		500,90		13-09-2018	2,00		2,00	2	0,00	0				
006	1632044		3 MÓDULOS ALUMINIO		141,56		19-08-2018	2,00		1,00	1	1,00	1				
006	1632045		1 MÓDULO CAVA		69,41		19-08-2018	3,00		1,00	1	2,00	2		2,00		
006	1632046		2 MÓDULOS CAVA		103,81		19-08-2018	2,00		2,00	1	0,00	0				
006	1632053		PLACA CIEGA NEGRO		91,30		24-08-2018	2,00		2,00	1	0,00	0				
006	1632054		PLACA CIEGA ALUMINIO		500,90		13-09-2018	2,00		2,00	2	0,00	0				
006	1632055		PLACA CIEGA CAVA		141,56		19-08-2018	3,00		3,00	2	0,00	0				
006	1632072		TAPA CIEGA BLANCA		127,59		04-09-2018	4,00		4,00	1	0,00	0				
006	1632073		TAPA CIEGA PLATA		193,97		04-09-2018	4,00		4,00	1	0,00	0				
006	1632106		PLACA TOMA DOBLE		48,73		05-09-2018	31,00		31,00	1	0,00	0		27,00		
006	1632142		TAPA CIEGA DECORATIV		282,76		04-09-2018	10,00		10,00	1	0,00	0				
006	1632147		TAPA CIEGA BLANCA		7,09		29-08-2018	66,00		66,00	1	0,00	0		40,00		
006	1632148		TAPA CIEGA BEIGE		2,06		11-08-2018	61,00		1,00	1	60,00	1		60,00		
006	1632149		TAPA TOMA SIMPLE BL		7,09		07-09-2018	6,00		6,00	1	0,00	0				
006	1632151		TAPA TOMA DOBLE BL		6,78		07-09-2018	118,00		118,00	1	0,00	0		80,00		
006	1632152		TAPA TOMA DOBLE BE		1,97		13-09-2018	120,00		120,00	1	0,00	0		120,00		
006	1632155		TAPA P/TOMA 270 BLAN		69,39		13-09-2018	10,00		10,00	1	0,00	0		10,00		
006	1632156		TAPA P/TOMA 270 MARF		14,98		27-06-2018	1,00		1,00	1	0,00	0				
006	1632179		TAPA CIEGA MARFIL		13,73		19-08-2018	3,00		3,00	1	0,00	0				
006	1632181		TAPA CIEGA BLANCA		13,73		02-08-2018	11,00		11,00	2	0,00	0		9,00		
006	1632184		TAPA P/TOMA 270 GALV		7,00		19-09-2018	19,00		19,00	1	0,00	0				
006	1632192		TAPA P/TOMA 270 BLN		21,83		04-08-2018	30,00		10,00	1	20,00	1		20,00		
006	1632194		CIEGA PUENT GALV BLN		72,37		24-08-2018	3,00		3,00	1	0,00	0				
006	1632195		CIEGA CAJETIN BLN		70,76		24-08-2018	20,00		20,00	1	0,00	0				
006	1632196		TAPA P/TOMA 270 MARF		71,56		06-09-2018	20,00		20,00	1	0,00	0				
006	1632198		CIEGA PUENT GALV MAR		72,37		26-08-2018	10,00		10,00	1	0,00	0				
006	1632199		CIEGA CAJETIN MARFIL		70,76		29-08-2018	10,00		10,00	1	0,00	0				
006	1632201		TAPA P/TOMA 270 CROM		308,03		06-09-2018	20,00		20,00	1	0,00	0				
006	1632206		TAPA TOMA DOBLE		19,68		22-07-2018	1,00		1,00	1	0,00	0				
006	1632931		RECTANGULAR DOBLE		10,91		29-08-2018	50,00		50,00	1	0,00	0		50,00		
006	1636091		DOBLE 2POLOS+TIERRA		165,30		16-09-2018	10,00		10,00	1	0,00	0		10,00		
006	1636092		TOMA MÁS INTERRUPTOR		700,00		17-09-2018	2,00		2,00	1	0,00	0				
006	1636095		TOMA RJ45		990,18		29-08-2018	2,00		2,00	1	0,00	0				
006	1636099		TOMA MÁS INT 2 VÍAS		933,04		29-08-2018	2,00		2,00	1	0,00	0				
006	1636102		TOMA DOBLE 2P+TIERRA		819,65		16-09-2018	1,00		1,00	1	0,00	0				
006	1636108		TOMA 2POLOS+TIERRA		157,56		19-08-2018	2,00		1,00	1	1,00	1				
006	1636109		TOMA 2POLOS+T DOBLE		819,65		13-09-2018	2,00		2,00	2	0,00	0				
006	1636117		TOMA COAXIAL TV		661,60		05-09-2018	2,00		2,00	1	0,00	0				
006	1636147		POLO A TIERRA 15AMP		98,30		27-08-2018	15,00		15,00	1	0,00	0				
006	1636153		TOMA 2 POLOS		12,53		17-08-2018	26,00		16,00	1	10,00	1		22,00		
006	1636154		TOMA DOBLE CON TIERR		306,90		05-09-2018	25,00		25,00	1	0,00	0		20,00		
006	1636155		TOMA PARA TV		206,90		04-09-2018	13,00		13,00	1	0,00	0		8,00		
006	1636156		TOMA TELEFONO RJ11		261,21		04-09-2018	10,00		10,00	1	0,00	0		4,00		
006	1636159		TOMA MAS INTERRUPTOR		303,45		04-09-2018	6,00		6,00	2	0,00	0				
006	1636160		TOMA CON TIERRA		256,90		07-09-2018	4,00		4,00	1	0,00	0				
006	1636161		TOMA DOBLE CON TIERR		99,30		21-09-2018	50,00		20,00	1	30,00	3		50,00		
006	1636162		TOMA PARA TV		249,14		11-09-2018	8,00		8,00	2	0,00	0		4,00		
006	1636165		TOMA MAS INTERRUPTOR		387,07		05-09-2018	5,00		5,00	2	0,00	0		2,00		
006	1636167		TOMA DOBLE		416,38		09-09-2018	3,00		3,00	1	0,00	0				
006	1636168		TOMA TRIPLE		483,62		04-09-2018	5,00		5,00	1	0,00	0				
006	1636169		TOMA CON TIERRA		350,00		04-09-2018	3,00		3,00	1	0,00	0		8,00		
006	1636170		TOMA DOBLE CON TIERR		440,52		04-09-2018	43,00		43,00	2	0,00	0		37,00		
006	1636171		TOMA PARA TV		395,69		04-09-2018	10,00		10,00	1	0,00	0				
006	1636296		DOBLE CON TIERRA		168,56		06-06-2018	21,00		18,00	1	3,00	1		18,00		
006	1636297		DOBLE MONOBLOCK		162,31		06-06-2018	12,00		12,00	1	0,00	0		24,00		
006	1636300		SENCILLO CON TIERRA		86,64		06-09-2018	8,00		8,00	1	0,00	0		6,00		
006	1636301		DOBLE CON TIERRA		129,06		22-09-2018	14,00		0,00	0	14,00	3		14,00		
006	1636306		TOMA DOBLE PLATA		429,31		04-09-2018	5,00		5,00	3	0,00	0		2,00		
006	1636308		DOBLE CON TIERRA		148,06		16-07-2018	32,00		2,00	1	30,00	4		36,00		
006	1636313		TOMA DOBLE DORADO		429,31		04-09-2018	6,00		6,00	1	0,00	0				
006	1636315		DOBLE CON TIERRA		440,52		04-09-2018	1,00		1,00	1	0,00	0				
006	1636358		TOMA MAS INTERRUPTOR		512,07		04-09-2018	4,00		4,00	1	0,00	0				
006	1636360		DOBLE C/TIERRA		180,81		18-08-2018	15,00		15,00	3	0,00	0		15,00		
006	1636361		DOBLE C/TIERRA 2 USB		1.481,90		04-09-2018	1,00		1,00	1	0,00	0				
006	1636365		TOMACORRIENTE DOBLE		799,10		16-09-2018	6,00		6,00	1	0,00	0		6,00		
006	1636368		TOMACORRIENTE DOBLE		452,68		30-08-2018	8,00		8,00	1	0,00	0		7,00		
006	1636369		TOMA PARA TV		279,47		11-09-2018	10,00		10,00	1	0,00	0				
006	1636371		INTERRUPTOR MAS TOMA		205,06		19-08-2018	5,00		5,00	1	0,00	0		5,00		
006	1636372		TOMA DOBLE 270 BLANC		43,86		24-07-2018	51,00		11,00	2	40,00	2		50,00		
006	1636373		TOMA DOBLE 270 MARFI		166,97		07-09-2018	-1,00		-1,00	1	0,00	0				
006	1636406		TOMA + INTERR BLANCO		432,76		04-09-2018	4,00		4,00	1	0,00	0				
006	1636454		TOMACORRIENTE DOBLE		1.024,11		30-08-2018	11,00		11,00	1	0,00	0		6,00		
006	1636460		TOMA SUPERFIC TRIPLE		14,98		17-08-2018	8,00		8,00	1	0,00	0		3,00		
006	1636472		AMERICANO DOBLE		1.085,71		31-08-2018	6,00		6,00	2	0,00	0				
006	1636473		DOBLE + T HUESO		908,93		31-08-2018	5,00		5,00	1	0,00	0				
006	1636474		2 POLOS+INTER HUESO		1.135,71		31-08-2018	6,00		6,00	2	0,00	0				
006	1636475		SENCILLA 2P+T BLANCA		298,21		29-08-2018	8,00		8,00	2	0,00	0		3,00		
006	1636476		DOBLE 2 P+T BLANCA		426,79		29-08-2018	6,00		6,00	1	0,00	0				
006	1636477		TOMA+INTERRUPTOR BLA		458,04		29-08-2018	9,00		9,00	2	0,00	0		3,00		
006	1639008		KIT ELÉCTRICO ESCOLA		81,68		06-09-2018	-1,00		-1,00	1	0,00	0				
006	1642030		AIRE ENCHUFABLE 220V		2.122,41		15-09-2018	1,00		1,00	1	0,00	0				
006	1642053		MULTIUSO ELECTRONICO		535,80		22-08-2018	1,00		1,00	1	0,00	0				
006	1642056		AIRE BORNERA 220V		819,06		20-06-2018	37,00		31,00	2	6,00	1		34,00		
006	1642116		AIRE ENCHUFABLE 220V		794,80		20-08-2018	2,00		2,00	1	0,00	0				
006	1642194		PROTECTOR DE NEVERA		1.133,93		20-09-2018	39,00		39,00	2	0,00	0		35,00		
006	1642195		EQUIPOS ELECTRONICOS		1.181,25		26-08-2018	8,00		8,00	1	0,00	0		4,00		
006	1642196		PROTECTOR LAVADORA		1.181,25		20-09-2018	18,00		18,00	1	0,00	0		13,00		
006	1642198		AIRE ENCHUFABLE 110		1.386,61		27-08-2018	9,00		9,00	1	0,00	0		5,00		
006	1642208		AIRE ENCHUFABLE 220		1.386,60		16-09-2018	14,00		14,00	3	0,00	0		9,00		
006	1642209		A/A 110V BORN-BORN		582,56		04-09-2018	16,00		1,00	1	15,00	1		16,00		
006	1642210		A/A 220V BORN-BORN		1.512,49		04-09-2018	6,00		6,00	1	0,00	0		4,00		
006	1662002		SOCATE GOMA E27		18,26		04-08-2018	151,00		1,00	1	150,00	1		150,00		
006	1662003		SOCATE INTEMPERIE		40,94		15-09-2018	96,00		96,00	1	0,00	0		50,00		
006	1662006		UREA E27 PATA L		20,47		07-09-2018	46,00		46,00	1	0,00	0				
006	1662008		BAQUELITA E27 NIPLE		20,47		11-09-2018	39,00		39,00	1	0,00	0				
006	1662009		UREA E27NIPLE BLANCO		20,47		11-09-2018	24,00		24,00	1	0,00	0				
006	1662033		RECEPTACULO UREA		40,94		04-09-2018	35,00		35,00	1	0,00	0				
006	1662066		BASE FLUORESCENTE		17,46		16-07-2018	9,00		9,00	1	0,00	0				
006	1662084		BALASTO CIRCULAR 32W		609,82		09-09-2018	1,00		1,00	1	0,00	0				
006	1662085		RECEPTACULO PLASTICO		19,65		29-08-2018	79,00		79,00	1	0,00	0		80,00		
006	1662088		RECEPTACULO 4,5"		11,81		24-07-2018	51,00		1,00	1	50,00	1		50,00		
006	1662091		RECEPTACULO PVC GD		215,18		30-08-2018	5,00		5,00	1	0,00	0				
006	1662092		RECEPTACULO PORCELAN		212,50		30-08-2018	6,00		6,00	1	0,00	0				
006	1662099		PLAFON 4" E27		490,18		31-08-2018	6,00		6,00	1	0,00	0				
006	1662103		RECEPTACULO 4"		149,11		24-08-2018	8,00		8,00	1	0,00	0				
006	1802003		POLIPROPILENO 5/16"		39,83		05-09-2018	330,00		330,00	1	0,00	0				
006	1802004		POLIPROPILENO 3/8"		52,72		05-09-2018	250,00		250,00	1	0,00	0				
006	1802005		POLIPROPILENO 7/16"		65,07		05-09-2018	200,00		200,00	1	0,00	0				
006	1802007		MECATE SISAL 3/16"		4,73		28-08-2018	503,00		503,00	1	0,00	0				
006	1804009		DRIZA BLANCA 3 MM		4,06		10-07-2018	6,00		6,00	1	0,00	0				
006	1804010		DRIZA BLANCA 4 MM		6,14		10-07-2018	51,50		51,50	1	0,00	0				
006	1804011		DRIZA BLANCA 5 MM		7,94		10-07-2018	41,50		41,50	1	0,00	0				
006	1806004		CORDEL SISAL 1X1,1KG		204,46		28-08-2018	6,00		6,00	1	0,00	0				
006	1810057		CADENA MAQUINA TORCI		82,21		17-07-2018	22,00		22,00	1	0,00	0				
006	1810073		CADENA OVAL NEGRO 10		73,48		17-07-2018	27,50		27,50	1	0,00	0				
006	1810074		CADENA OVAL BLANCO 1		73,48		17-07-2018	18,00		18,00	1	0,00	0				
006	1810075		CADENA OVAL ORO 10		84,38		17-07-2018	6,00		6,00	1	0,00	0				
006	1810080		GALVANIZADA 1 8		50,18		14-07-2018	30,00		30,00	1	0,00	0				
006	1812002		FORRADA 5MM		163,79		07-09-2018	1.649,00		1.649,00	1	0,00	0				
006	1814012		ALCAYATA CAJETIN		586,81		18-07-2018	4,00		4,00	2	0,00	0				
006	1816092		MOSQUETON SEGURIDAD		35,63		29-08-2018	23,00		23,00	1	0,00	0		22,00		
006	1816122		GANCHO OJO		28,68		16-09-2018	2,00		2,00	1	0,00	0				
006	1816123		OJO OJO		7,56		10-05-2018	9,00		9,00	1	0,00	0		5,00		
006	1816140		MOSQUETON SEGURIDAD		18,18		07-08-2018	13,00		13,00	1	0,00	0		10,00		
006	1818006		GALVANIZADA 1/2"		20,29		04-09-2018	10,00		10,00	1	0,00	0		10,00		
006	1818007		GALVANIZADA 3/4"		59,89		04-09-2018	9,00		9,00	1	0,00	0		7,00		
006	1818008		GALVANIZADA 3/8"		44,28		04-09-2018	11,00		11,00	1	0,00	0		8,00		
006	1818013		GALVANIZADA 5/8"		57,64		06-09-2018	18,00		18,00	1	0,00	0		15,00		
006	1818045		MOROCHAS 3/4"		41,48		11-07-2018	5,00		5,00	3	0,00	0				
006	1818051		MOROCHA 1/2		17,29		30-08-2018	4,00		4,00	1	0,00	0				
006	1822363		T/SIERRA 3D. PESADO		20,23		06-09-2018	5,00		1,00	1	4,00	1		4,00		
006	1826145		PATA CUADRADA 15 CM		195,56		19-08-2018	7,00		7,00	2	0,00	0		2,00		
006	1826153		ANGULO PLANO 1"		83,96		26-07-2018	4,00		4,00	1	0,00	0		1,00		
006	1826154		ANGULO PLANO 1 1/2"		55,46		12-06-2018	6,00		4,00	2	2,00	1		2,00		
006	1826155		ANGULO PLANO 2"		68,51		12-06-2018	6,00		2,00	1	4,00	1		4,00		
006	1826156		ANGULO PLANO 2 1/2"		509,82		08-09-2018	2,00		2,00	1	0,00	0				
006	1826157		ANGULO CANTO 1 1/2"		354,46		28-08-2018	3,00		3,00	1	0,00	0				
006	1826159		ANGULO CANTO 2"		439,28		14-09-2018	5,00		5,00	2	0,00	0				
006	1826161		ANGULO CANTO 2 1/2"		108,55		04-09-2018	3,00		3,00	2	0,00	0		2,00		
006	1826163		ANGULO CANTO 3"		624,10		08-09-2018	3,00		3,00	1	0,00	0				
006	1826165		ANGULO CANTO 1"		283,03		14-09-2018	1,00		1,00	1	0,00	0				
006	1826167		ANGULO PLANO 3"		65,01		05-06-2018	2,00		1,00	1	1,00	1		1,00		
006	1828027		IMAN 8 KG BLANCO		368,75		18-09-2018	4,00		4,00	1	0,00	0				
006	1830175		BURBUJA BOBINA 57X61		3.545,54		23-08-2018	2,00		2,00	2	0,00	0				
006	1832072		SOPORT ENTREPAÑO 3MM		105,06		11-07-2018	3,00		3,00	2	0,00	0				
006	1834238		ESTRIADO 1 1/2"		425,86		08-09-2018	6,00		6,00	1	0,00	0				
006	1834248		ESTRIADO 2"		613,79		08-09-2018	6,00		6,00	1	0,00	0				
006	1834256		ESTRIADO 2 1/2"		190,81		17-07-2018	2,00		2,00	1	0,00	0				
006	1836111		ACERO LISO 5/8"		176,72		18-09-2018	6,00		6,00	1	0,00	0				
006	1836112		ACERO LISO 3/4"		218,10		08-09-2018	5,00		5,00	1	0,00	0				
006	1836113		ACERO LISO 1"		230,17		08-09-2018	3,00		3,00	1	0,00	0				
006	1836114		ACERO LISO 1 1/4"		199,14		08-09-2018	6,00		6,00	1	0,00	0				
006	1836115		ACERO LISO 1 1/2"		212,93		08-09-2018	6,00		6,00	1	0,00	0				
006	1844017		BOLA BASE 1 1/2"		169,56		06-07-2018	5,00		5,00	1	0,00	0				
006	1844018		BOLA ESPIGA 1 1/2"		38,13		24-06-2018	7,00		5,00	2	2,00	1		5,00		
006	1844019		BOLA BASE 2"		217,31		08-07-2018	8,00		8,00	1	0,00	0				
006	1844033		PLANA CON BASE 3/4"		94,30		20-09-2018	16,00		16,00	2	0,00	0		15,00		
006	1844034		PLANA CON BASE 2"		263,81		04-07-2018	6,00		6,00	1	0,00	0				
006	1844035		NEUMATICA 10" 4LONAS		1.475,89		30-08-2018	4,00		4,00	1	0,00	0				
006	1844037		GARRUCHA PARA CLOSET		1.858,04		29-08-2018	2,00		2,00	1	0,00	0				
006	1844039		PLANA CON BASE 1 1/4		89,31		21-07-2018	3,00		3,00	2	0,00	0		2,00		
006	1844041		GIRATORIA 3"		478,57		30-08-2018	4,00		4,00	1	0,00	0				
006	1844043		GIRATORIA 4"		866,07		30-08-2018	4,00		4,00	1	0,00	0				
006	1844045		GIRATORIA 5"		1.066,07		30-08-2018	2,00		2,00	1	0,00	0				
006	1844047		GIRATORIA 6"		2.133,04		30-08-2018	2,00		2,00	1	0,00	0				
006	1844049		CONTINENTAL FIJA 3"		435,71		30-08-2018	4,00		4,00	1	0,00	0				
006	1844051		CONTINENTAL FIJA 4"		144,31		05-08-2018	3,00		1,00	1	2,00	1		2,00		
006	1844053		CONTINENTAL FIJA 5"		192,81		06-07-2018	2,00		1,00	1	1,00	1		1,00		
006	1844055		CONTINENTAL FIJA  6"		1.890,18		13-09-2018	1,00		1,00	1	0,00	0				
006	1844061		CONTINENTAL SUELTA 3		229,46		30-08-2018	1,00		1,00	1	0,00	0				
006	1844063		CONTINENTAL SUELTA 4		411,61		30-08-2018	6,00		6,00	1	0,00	0				
006	1844067		CONTINENTAL SUELTA 6		993,75		11-09-2018	1,00		1,00	1	0,00	0				
006	1844069		CONTINENTAL SUELTA 8		1.375,00		30-08-2018	1,00		1,00	1	0,00	0				
006	1844074		MACIZA 14"		708,56		15-07-2018	2,00		1,00	1	1,00	1		1,00		
006	1844231		GARRUCHA TIPO OLIMPI		730,31		11-08-2018	3,00		3,00	2	0,00	0				
006	1844235		MOROCHA PLACA 1 1/2"		103,55		31-08-2018	7,00		7,00	1	0,00	0				
006	1846023		GARRUCHA SENCILLA 1"		198,81		12-06-2018	3,00		2,00	2	1,00	1		2,00		
006	1846026		ROLDANA C/BASE 2 1/2		1.115,56		07-07-2018	2,00		2,00	2	0,00	0				
006	1846032		ROLDANA S/BASE 4"		2.218,06		30-07-2018	2,00		2,00	2	0,00	0		1,00		
006	1850001		PAN CRUZ 6 X 1"		142,85		04-09-2018	3,00		3,00	1	0,00	0				
006	1850002		PAN CRUZ 6 X 3/4"		143,10		06-09-2018	6,00		6,00	1	0,00	0				
006	1850003		PAN CRUZ 6 X 1/2"		142,85		04-09-2018	6,00		6,00	1	0,00	0				
006	1850004		PAN CRUZ 6 X 1 1/2"		142,85		04-09-2018	5,00		5,00	2	0,00	0				
006	1850005		PAN CRUZ 8 X 1"		142,85		04-09-2018	11,00		11,00	2	0,00	0				
006	1850006		PAN CRUZ 8 X 1 1/4"		142,85		04-09-2018	10,00		10,00	2	0,00	0				
006	1850008		PAN CRUZ 8 X 1/2"		142,85		04-09-2018	6,00		6,00	2	0,00	0				
006	1850009		PAN CRUZ 8 X 3/4"		142,85		04-09-2018	7,00		7,00	2	0,00	0				
006	1850010		PAN CRUZ 8 X 2"		142,85		06-09-2018	6,00		6,00	1	0,00	0				
006	1850011		PAN CRUZ 8 X 2 1/2"		142,85		16-09-2018	6,00		6,00	1	0,00	0				
006	1850012		PAN CRUZ 8 X 3"		142,85		09-09-2018	6,00		6,00	1	0,00	0				
006	1850014		PAN CRUZ 10 X 3/4"		142,85		04-09-2018	1,00		1,00	1	0,00	0				
006	1850015		PAN CRUZ 10 X 1"		142,85		04-09-2018	6,00		6,00	1	0,00	0				
006	1850016		PAN CRUZ 10 X 1 1/4"		142,85		04-09-2018	8,00		8,00	1	0,00	0				
006	1850021		PAN CRUZ 12 X 1 1/2"		142,85		04-09-2018	1,00		1,00	1	0,00	0				
006	1850023		PAN CRUZ 14 X 3/4"		142,85		04-09-2018	3,00		3,00	1	0,00	0				
006	1850027		PAN CRUZ 6 X 1 1/4"		142,85		04-09-2018	5,00		5,00	2	0,00	0				
006	1850063		PLANA CRUZ 6 X 1/2"		142,85		04-09-2018	5,00		5,00	2	0,00	0				
006	1850064		PLANA CRUZ 6 X 3/4"		142,85		04-09-2018	4,00		4,00	1	0,00	0				
006	1850068		PLANA CRUZ 8 X 1"		142,85		04-09-2018	6,00		6,00	2	0,00	0				
006	1850070		PLANA CRUZ 8 X 3/4"		142,85		04-09-2018	6,00		6,00	2	0,00	0				
006	1850071		PLANA CRUZ 8 X1 1/4"		142,85		04-09-2018	11,00		11,00	2	0,00	0				
006	1850072		PLANA CRUZ 8 X1 1/2"		142,85		04-09-2018	6,00		6,00	1	0,00	0				
006	1850076		PLANA CRUZ 10X1 1/4"		142,85		04-09-2018	6,00		6,00	2	0,00	0				
006	1850077		PLANA CRUZ 10X1 1/2"		142,85		04-09-2018	6,00		6,00	2	0,00	0				
006	1850079		PLANA CRUZ 12 X 1"		142,85		05-09-2018	4,00		4,00	2	0,00	0				
006	1850080		PLANA CRUZ 12X1 1/4"		142,85		04-09-2018	1,00		1,00	1	0,00	0				
006	1850194		TALADRANTE 8X1-1/4"		29,98		08-05-2018	6,00		6,00	1	0,00	0				
006	1850197		TALADRANTE 10 X 3/4"		62,13		04-09-2018	6,00		6,00	1	0,00	0				
006	1850198		TALADRANTE 10X1"		150,80		04-09-2018	6,00		6,00	1	0,00	0				
006	1850200		TALADRANTE 10X1-1/2"		40,36		08-05-2018	1,00		1,00	1	0,00	0				
006	1850207		TALADRANTE 14 X 3/4"		732,76		08-09-2018	6,00		6,00	1	0,00	0				
006	1850221		PLANA 8-32 X 1 1/2"		132,06		17-07-2018	4,00		4,00	1	0,00	0				
006	1850224		PLANA 10-24 X 3/4"		61,18		08-06-2018	7,00		1,00	1	6,00	1		6,00		
006	1850228		PLANA 10-24 X 2"		421,55		08-09-2018	6,00		6,00	1	0,00	0				
006	1850230		PLANA 1/4-20 X 1"		115,56		18-08-2018	6,00		6,00	1	0,00	0				
006	1850231		PLANA 1/4-20X 1 1/4"		126,31		28-07-2018	2,00		2,00	1	0,00	0				
006	1850234		PLANA 1/4-20X 2 1/2"		356,90		08-09-2018	6,00		6,00	1	0,00	0				
006	1850236		PAN 6-32 X 1"		87,93		19-06-2018	4,00		4,00	1	0,00	0				
006	1850240		PAN 8-32 X 1/2"		60,26		20-06-2018	1,00		1,00	1	0,00	0				
006	1850246		PAN 10-24 X 1/2"		64,26		08-06-2018	5,00		5,00	1	0,00	0				
006	1850247		PAN 10-24 X 3/4"		78,38		14-06-2018	5,00		5,00	1	0,00	0				
006	1850248		PAN 10-24 X 1"		72,28		14-06-2018	3,00		3,00	1	0,00	0				
006	1850252		PAN 1 4-20X 1/2"		128,06		17-07-2018	4,00		4,00	1	0,00	0				
006	1850253		PAN 1 4-20 X 1"		120,56		18-08-2018	4,00		4,00	1	0,00	0				
006	1850338		AUTOROSC PAN 6X1"		30,46		23-08-2018	5,00		5,00	2	0,00	0		2,00		
006	1850341		AUTOROSC PAN 8X3/4"		30,86		20-07-2018	20,00		20,00	2	0,00	0		10,00		
006	1850347		AUTORO PAN 10X1-1/2"		43,48		21-09-2018	1,00		1,00	1	0,00	0				
006	1852000		TORNILLO TIRADORES		249,81		25-07-2018	2,00		2,00	1	0,00	0				
006	1854000		DRYWALL 6X7/16 FINA		58,16		22-09-2018	6,00		0,00	0	6,00	1		6,00		
006	1854008		DRYWALL 6X1-1/4 FINA		241,38		08-09-2018	6,00		6,00	1	0,00	0				
006	1854009		DRYWALL 6X1-5/8 FINA		268,10		08-09-2018	6,00		6,00	1	0,00	0				
006	1854010		DRYWALL 6X2 FINA		291,38		08-09-2018	6,00		6,00	1	0,00	0				
006	1854011		DRYWALL 7X2-1/2 FINA		362,07		08-09-2018	5,00		5,00	1	0,00	0				
006	1854012		DRYWALL 8X2 FINA		371,55		08-09-2018	4,00		4,00	1	0,00	0				
006	1854014		DRYWALL 8X3 FINA		459,48		08-09-2018	6,00		6,00	1	0,00	0				
006	1854015		DRYWALL 6X3/4 GRUESA		210,34		08-09-2018	5,00		5,00	1	0,00	0				
006	1854017		DRYWALL6X1-1/4GRUESA		241,38		08-09-2018	6,00		6,00	1	0,00	0				
006	1854018		DRYWALL6X1-5/8GRUESA		268,10		08-09-2018	6,00		6,00	1	0,00	0				
006	1854020		DRYWALL 8X1  GRUESA		255,17		08-09-2018	5,00		5,00	1	0,00	0				
006	1854021		DRYWALL8X1-1/4GRUESA		268,10		08-09-2018	6,00		6,00	1	0,00	0				
006	1854022		DRYWALL8X1-1/2GRUESA		283,62		08-09-2018	5,00		5,00	1	0,00	0				
006	1854026		DRYWALL 10X2 GRUESA		418,10		08-09-2018	6,00		6,00	1	0,00	0				
006	1854027		DRYWALL10X2-1/2GRUES		495,69		08-09-2018	6,00		6,00	1	0,00	0				
006	1854028		DRYWALL 10X3 GRUESA		169,31		04-09-2018	2,00		2,00	1	0,00	0				
